,adjustment,cluster,indicator,spatial,i_ID,j_ID,i_innovation,j_innovation,i_metric,j_metric,i_description,j_description,t0,Dt,K,R_square,R_square_adj,R_square_weighted,time_lag,slope_ratio
9500,Original data,prosumer,All,United States,United States - net metering - Total net metering customers as share of total U.S. households - Total net metering customers / total households,United States - electric vehicles - Total BEV and PHEV share of new Light Duty Vehicles sales - EV (PHEV + BEV) share of total new LDV sale,net metering,electric vehicles,Total net metering customers / total households,EV (PHEV + BEV) share of total new LDV sale,Total net metering customers as share of total U.S. households,Total BEV and PHEV share of new Light Duty Vehicles sales,2027.1523404610193,14.59273037396295,0.3088053783512876,0.6669590214526208,0.6215443425597963,0.46493285703652987,0.9000000000007731,0.5267211981017337
9501,Original data,prosumer,All,United States,United States - net metering - Total net metering customers as share of total U.S. households - Total net metering customers / total households,United States - heat pumps - Annual production of air-source heat pumps - Units (number of heat pumps),net metering,heat pumps,Total net metering customers / total households,Units (number of heat pumps),Total net metering customers as share of total U.S. households,Annual production of air-source heat pumps,1997.8230678830494,0.4857451207929201,1539568.201086982,0.0,-0.11111111111111116,0.0,-209.69999999999936,4.149351869246666
9502,Original data,prosumer,All,United States,United States - net metering - Total net metering customers as share of total U.S. households - Total net metering customers / total households,United States - home energy automation - Annual revenue of smart thermostat market - Total revenue (billion USD),net metering,home energy automation,Total net metering customers / total households,Total revenue (billion USD),Total net metering customers as share of total U.S. households,Annual revenue of smart thermostat market,2018.179368417533,3.8197732408141927,0.8307479529844267,0.20195543554306639,0.03094588601658066,0.0,7.0,0.48467226964516924
9503,Original data,prosumer,All,United States,United States - net metering - Total net metering customers as share of total U.S. households - Total net metering customers / total households,United States - home energy automation - Number of smart homes equipped with smart thermostats - Smart homes with smart thermostats (million users),net metering,home energy automation,Total net metering customers / total households,Smart homes with smart thermostats (million users),Total net metering customers as share of total U.S. households,Number of smart homes equipped with smart thermostats,2017.731035312856,0.7360633348343046,8.824979034548262,0.18220097146393477,0.006958322491920854,0.0,9.0,1.3076194423065537
9504,Original data,prosumer,All,United States,United States - net metering - Total net metering customers as share of total U.S. households - Total net metering customers / total households,United States - home energy automation - Share of households with smart thermostats - household penetration rate (% of households),net metering,home energy automation,Total net metering customers / total households,household penetration rate (% of households),Total net metering customers as share of total U.S. households,Share of households with smart thermostats,2017.726296787531,0.6681206984515461,6.531994641349162,0.1824976843425905,0.007318616701717073,0.0,10.529623520314772,
9505,Original data,prosumer,All,United States,United States - net metering - Total net metering customers as share of total U.S. households - Total net metering customers / total households,United States - home energy storage - Annual residential battery storage installed capacity in the United States - Residential battery storage installed (MWh),net metering,home energy storage,Total net metering customers / total households,Residential battery storage installed (MWh),Total net metering customers as share of total U.S. households,Annual residential battery storage installed capacity in the United States,2023.7809952013524,2.488307250866149,2302.365646669268,0.6410475043586853,0.5431513691837813,0.0,2.2000000000000455,
9506,Original data,prosumer,All,United States,United States - net metering - Total net metering customers as share of total U.S. households - Total net metering customers / total households,"United States - home energy storage - Estimated number of residential battery storage systems installed annually, derived by dividing total installed capacity (MWh) by 13.5 kWh assumed average capacity - Estimated number of residential battery systems",net metering,home energy storage,Total net metering customers / total households,Estimated number of residential battery systems,Total net metering customers as share of total U.S. households,"Estimated number of residential battery storage systems installed annually, derived by dividing total installed capacity (MWh) by 13.5 kWh assumed average capacity",2023.7810258065567,2.4882271666623397,170545.71925821778,0.6410432597993084,0.5431459670173016,0.0,2.2000000000000455,
9507,Original data,prosumer,All,United States,United States - net metering - Total net metering customers as share of total U.S. households - Total net metering customers / total households,United States - household electricity access - Access to electricity as share of total population - % of population with access to electricity,net metering,household electricity access,Total net metering customers / total households,% of population with access to electricity,Total net metering customers as share of total U.S. households,Access to electricity as share of total population,2018.521432216949,-25.21838381523208,104.94667497233347,0.32423301792272385,0.27478665338048414,,-66.39999999999964,
9508,Original data,prosumer,All,United States,United States - net metering - Total net metering customers as share of total U.S. households - Total net metering customers / total households,United States - household internet access - Fixed broadband subscriptions (per 100 people) - %,net metering,household internet access,Total net metering customers / total households,%,Total net metering customers as share of total U.S. households,Fixed broadband subscriptions (per 100 people),2002.8315404585067,4.85150747667085,0.19810537949658685,0.17699996122317918,0.1021817758798319,0.2330571662155583,19.40000000000032,0.6356154133931913
9509,Original data,prosumer,All,United States,United States - net metering - Total net metering customers as share of total U.S. households - Total net metering customers / total households,United States - household internet access - Share of Households - %,net metering,household internet access,Total net metering customers / total households,%,Total net metering customers as share of total U.S. households,Share of Households,1998.3359798778547,7.756406230205866,64.30328019422312,0.5058054667326237,0.4914114512005643,0.7645386950130284,25.09999999999968,0.6378548531492767
9510,Original data,prosumer,All,United States,United States - net metering - Total net metering customers as share of total U.S. households - Total net metering customers / total households,United States - microgrids - Cumulative installed capacity of microgrids in the United States - Cumulative installed capacity (MW),net metering,microgrids,Total net metering customers / total households,Cumulative installed capacity (MW),Total net metering customers as share of total U.S. households,Cumulative installed capacity of microgrids in the United States,1998.9076455331729,22.40193550151388,2242.531133527287,0.0661713373298366,-0.011647717892677045,0.07666328607667211,-9.5,2.6842725714910745
9511,Original data,prosumer,All,United States,United States - net metering - Total net metering customers as share of total U.S. households - Total net metering customers / total households,United States - net metering - Total net metering customers as share of total U.S. households - Total net metering customers / total households,net metering,net metering,Total net metering customers / total households,Total net metering customers / total households,Total net metering customers as share of total U.S. households,Total net metering customers as share of total U.S. households,2024.9731426258502,19.895689359308562,0.09141220885861144,0.9951635833227037,0.9930908333181482,0.9951635833227037,0.0,1.0
9512,Original data,prosumer,All,United States,"United States - residential solar PV - Cumulative installed PV power (grid-connected), end of year - Cumulative installed PV capacity (MW (AC))",United States - community choice aggregation - Annual number of customer participants in Community Choice Aggregation programs in the United States - Number of CCA customers (participants),residential solar PV,community choice aggregation,Cumulative installed PV capacity (MW (AC)),Number of CCA customers (participants),"Cumulative installed PV power (grid-connected), end of year",Annual number of customer participants in Community Choice Aggregation programs in the United States,2013.870914973169,8.268417721193556,1670744.738350351,0.08044879201777044,-0.07280974264593443,0.0,9.0,0.6271586429007718
9513,Original data,prosumer,All,United States,"United States - residential solar PV - Cumulative installed PV power (grid-connected), end of year - Cumulative installed PV capacity (MW (AC))",United States - community choice aggregation - Annual voluntary green power sales through Community Choice Aggregation programs in the United States - Voluntary green power sales (million MWh),residential solar PV,community choice aggregation,Cumulative installed PV capacity (MW (AC)),Voluntary green power sales (million MWh),"Cumulative installed PV power (grid-connected), end of year",Annual voluntary green power sales through Community Choice Aggregation programs in the United States,2051.7744494116087,12.40338905910449,1250760664.9485052,0.5987938510596208,0.5319261595695577,0.21892798465193836,9.7999999999995,0.8473311076934621
9514,Original data,prosumer,All,United States,"United States - residential solar PV - Cumulative installed PV power (grid-connected), end of year - Cumulative installed PV capacity (MW (AC))",United States - community solar - Annual community solar capacity installed in the United States - Installed capacity (MWdc),residential solar PV,community solar,Cumulative installed PV capacity (MW (AC)),Installed capacity (MWdc),"Cumulative installed PV power (grid-connected), end of year",Annual community solar capacity installed in the United States,2014.783003029213,10.131450335400022,15498.053280255815,0.026022704260693308,-0.16877275488716803,0.0,1.1000000000003638,1.1463006191007814
9515,Original data,prosumer,All,United States,"United States - residential solar PV - Cumulative installed PV power (grid-connected), end of year - Cumulative installed PV capacity (MW (AC))",United States - electric vehicles - Total BEV and PHEV share of new Light Duty Vehicles sales - EV (PHEV + BEV) share of total new LDV sale,residential solar PV,electric vehicles,Cumulative installed PV capacity (MW (AC)),EV (PHEV + BEV) share of total new LDV sale,"Cumulative installed PV power (grid-connected), end of year",Total BEV and PHEV share of new Light Duty Vehicles sales,2017.242034963584,7.908825691273561,17750.15948129009,0.18686654434976624,0.07070462211401851,0.0,3.1000000000008185,0.5386926764123721
9516,Original data,prosumer,All,United States,"United States - residential solar PV - Cumulative installed PV power (grid-connected), end of year - Cumulative installed PV capacity (MW (AC))",United States - heat pumps - Annual production of air-source heat pumps - Units (number of heat pumps),residential solar PV,heat pumps,Cumulative installed PV capacity (MW (AC)),Units (number of heat pumps),"Cumulative installed PV power (grid-connected), end of year",Annual production of air-source heat pumps,1997.4974681337637,0.8493710171951165,1598786.3938017802,0.0,-0.11538461538461542,0.0,-207.49999999999932,4.2436595904565095
9517,Original data,prosumer,All,United States,"United States - residential solar PV - Cumulative installed PV power (grid-connected), end of year - Cumulative installed PV capacity (MW (AC))",United States - home energy automation - Annual revenue of smart thermostat market - Total revenue (billion USD),residential solar PV,home energy automation,Cumulative installed PV capacity (MW (AC)),Total revenue (billion USD),"Cumulative installed PV power (grid-connected), end of year",Annual revenue of smart thermostat market,2014.654142253659,14.090935270316539,17691.475510992066,0.027522966808828153,-0.19689481008144227,0.0,9.200000000000045,0.4956880472230147
9518,Original data,prosumer,All,United States,"United States - residential solar PV - Cumulative installed PV power (grid-connected), end of year - Cumulative installed PV capacity (MW (AC))",United States - home energy automation - Number of smart homes equipped with smart thermostats - Smart homes with smart thermostats (million users),residential solar PV,home energy automation,Cumulative installed PV capacity (MW (AC)),Smart homes with smart thermostats (million users),"Cumulative installed PV power (grid-connected), end of year",Number of smart homes equipped with smart thermostats,2014.6586638429192,14.076781960312303,17700.603690675183,0.027626446938807225,-0.196767449921468,0.0,11.200000000000045,1.337339411520928
9519,Original data,prosumer,All,United States,"United States - residential solar PV - Cumulative installed PV power (grid-connected), end of year - Cumulative installed PV capacity (MW (AC))",United States - home energy automation - Share of households with smart thermostats - household penetration rate (% of households),residential solar PV,home energy automation,Cumulative installed PV capacity (MW (AC)),household penetration rate (% of households),"Cumulative installed PV power (grid-connected), end of year",Share of households with smart thermostats,2014.6574351475128,14.070965728698734,17695.531596024382,0.027596304184079212,-0.19680454869651798,0.0,12.729623520314817,
9520,Original data,prosumer,All,United States,"United States - residential solar PV - Cumulative installed PV power (grid-connected), end of year - Cumulative installed PV capacity (MW (AC))",United States - home energy storage - Annual residential battery storage installed capacity in the United States - Residential battery storage installed (MWh),residential solar PV,home energy storage,Cumulative installed PV capacity (MW (AC)),Residential battery storage installed (MWh),"Cumulative installed PV power (grid-connected), end of year",Annual residential battery storage installed capacity in the United States,2014.9644262281538,4.475715698281401,19837.73419333443,0.07838640262318797,-0.19809767658985566,0.06996174830814653,4.400000000000091,
9521,Original data,prosumer,All,United States,"United States - residential solar PV - Cumulative installed PV power (grid-connected), end of year - Cumulative installed PV capacity (MW (AC))","United States - home energy storage - Estimated number of residential battery storage systems installed annually, derived by dividing total installed capacity (MWh) by 13.5 kWh assumed average capacity - Estimated number of residential battery systems",residential solar PV,home energy storage,Cumulative installed PV capacity (MW (AC)),Estimated number of residential battery systems,"Cumulative installed PV power (grid-connected), end of year","Estimated number of residential battery storage systems installed annually, derived by dividing total installed capacity (MWh) by 13.5 kWh assumed average capacity",2023.0084476797706,2.778327094346576,177016.20976270788,0.796013530899889,0.7348175901698557,0.06397857476570959,4.400000000000091,
9522,Original data,prosumer,All,United States,"United States - residential solar PV - Cumulative installed PV power (grid-connected), end of year - Cumulative installed PV capacity (MW (AC))",United States - household electricity access - Access to electricity as share of total population - % of population with access to electricity,residential solar PV,household electricity access,Cumulative installed PV capacity (MW (AC)),% of population with access to electricity,"Cumulative installed PV power (grid-connected), end of year",Access to electricity as share of total population,2021.7290757713931,14.23378378962441,38946.59241111459,0.38957658048345556,0.34379482401971473,,-64.19999999999959,
9523,Original data,prosumer,All,United States,"United States - residential solar PV - Cumulative installed PV power (grid-connected), end of year - Cumulative installed PV capacity (MW (AC))",United States - household internet access - Fixed broadband subscriptions (per 100 people) - %,residential solar PV,household internet access,Cumulative installed PV capacity (MW (AC)),%,"Cumulative installed PV power (grid-connected), end of year",Fixed broadband subscriptions (per 100 people),2021.5928634188454,13.985820739502127,38059.84787116549,0.35849641780013985,0.298355456968903,0.0,21.600000000000364,0.6500618722840945
9524,Original data,prosumer,All,United States,"United States - residential solar PV - Cumulative installed PV power (grid-connected), end of year - Cumulative installed PV capacity (MW (AC))",United States - household internet access - Share of Households - %,residential solar PV,household internet access,Cumulative installed PV capacity (MW (AC)),%,"Cumulative installed PV power (grid-connected), end of year",Share of Households,2038.1773904868764,7.140378663062072,558564909.6184472,0.5572725765662359,0.5442511817593605,0.0,27.299999999999727,0.6523522107026308
9525,Original data,prosumer,All,United States,"United States - residential solar PV - Cumulative installed PV power (grid-connected), end of year - Cumulative installed PV capacity (MW (AC))",United States - microgrids - Cumulative installed capacity of microgrids in the United States - Cumulative installed capacity (MW),residential solar PV,microgrids,Cumulative installed PV capacity (MW (AC)),Cumulative installed capacity (MW),"Cumulative installed PV power (grid-connected), end of year",Cumulative installed capacity of microgrids in the United States,2030.370178846314,22.821634751975814,136299.97517662955,0.48083217501621467,0.43633207573189026,0.04886111432532102,-7.2999999999999545,2.7452815283837495
9526,Original data,prosumer,All,United States,"United States - residential solar PV - Cumulative installed PV power (grid-connected), end of year - Cumulative installed PV capacity (MW (AC))",United States - net metering - Total net metering customers as share of total U.S. households - Total net metering customers / total households,residential solar PV,net metering,Cumulative installed PV capacity (MW (AC)),Total net metering customers / total households,"Cumulative installed PV power (grid-connected), end of year",Total net metering customers as share of total U.S. households,2017.2384781040805,8.414768187059362,17929.975121279385,0.11109825944944052,-0.04576675358889348,0.0,2.2000000000000455,1.0227283017159414
9527,Original data,prosumer,All,United States,"United States - residential solar PV - Cumulative installed PV power (grid-connected), end of year - Cumulative installed PV capacity (MW (AC))","United States - residential solar PV - Cumulative installed PV power (grid-connected), end of year - Cumulative installed PV capacity (MW (AC))",residential solar PV,residential solar PV,Cumulative installed PV capacity (MW (AC)),Cumulative installed PV capacity (MW (AC)),"Cumulative installed PV power (grid-connected), end of year","Cumulative installed PV power (grid-connected), end of year",2027.1645661989849,19.45383896256311,168715.63117446282,0.9984655533368234,0.9976983300052351,0.9984655533368234,0.0,1.0
9528,Original data,prosumer,All,United States,"United States - residential solar PV - Installed PV capacity per household, end of year - W per household",United States - community choice aggregation - Annual number of customer participants in Community Choice Aggregation programs in the United States - Number of CCA customers (participants),residential solar PV,community choice aggregation,W per household,Number of CCA customers (participants),"Installed PV capacity per household, end of year",Annual number of customer participants in Community Choice Aggregation programs in the United States,2013.813323795277,8.233132751952398,1647282.7855437957,0.07709360603155357,-0.07672412629652081,0.0,7.099999999999909,0.6254095174634904
9529,Original data,prosumer,All,United States,"United States - residential solar PV - Installed PV capacity per household, end of year - W per household",United States - community choice aggregation - Annual voluntary green power sales through Community Choice Aggregation programs in the United States - Voluntary green power sales (million MWh),residential solar PV,community choice aggregation,W per household,Voluntary green power sales (million MWh),"Installed PV capacity per household, end of year",Annual voluntary green power sales through Community Choice Aggregation programs in the United States,2055.619634473036,13.94993207541239,10166802.833737338,0.5952034259343413,0.5277373302567315,0.20977782548558369,7.899999999999409,0.8449679282793804
9530,Original data,prosumer,All,United States,"United States - residential solar PV - Installed PV capacity per household, end of year - W per household",United States - community solar - Annual community solar capacity installed in the United States - Installed capacity (MWdc),residential solar PV,community solar,W per household,Installed capacity (MWdc),"Installed PV capacity per household, end of year",Annual community solar capacity installed in the United States,2064.017806002701,18.973763111271204,13378809.42810829,0.5837345242641152,0.5004814291169383,0.12527018141139312,-0.7999999999997272,1.1431036232619505
9531,Original data,prosumer,All,United States,"United States - residential solar PV - Installed PV capacity per household, end of year - W per household",United States - electric vehicles - Total BEV and PHEV share of new Light Duty Vehicles sales - EV (PHEV + BEV) share of total new LDV sale,residential solar PV,electric vehicles,W per household,EV (PHEV + BEV) share of total new LDV sale,"Installed PV capacity per household, end of year",Total BEV and PHEV share of new Light Duty Vehicles sales,2016.9062483818896,7.802585001624006,135.46877853064848,0.18114047193249605,0.06416053935142418,0.0,1.2000000000007276,0.5371902797319531
9532,Original data,prosumer,All,United States,"United States - residential solar PV - Installed PV capacity per household, end of year - W per household",United States - heat pumps - Annual production of air-source heat pumps - Units (number of heat pumps),residential solar PV,heat pumps,W per household,Units (number of heat pumps),"Installed PV capacity per household, end of year",Annual production of air-source heat pumps,1996.9928186933953,0.9063754560751486,1590950.0686492636,0.0,-0.11538461538461542,0.0,-209.3999999999994,4.23182415930866
9533,Original data,prosumer,All,United States,"United States - residential solar PV - Installed PV capacity per household, end of year - W per household",United States - home energy automation - Annual revenue of smart thermostat market - Total revenue (billion USD),residential solar PV,home energy automation,W per household,Total revenue (billion USD),"Installed PV capacity per household, end of year",Annual revenue of smart thermostat market,2013.7565583701823,13.235426988440441,133.43374232982077,0.02095963399883327,-0.20497275815528204,0.0,7.2999999999999545,0.49430558908077504
9534,Original data,prosumer,All,United States,"United States - residential solar PV - Installed PV capacity per household, end of year - W per household",United States - home energy automation - Number of smart homes equipped with smart thermostats - Smart homes with smart thermostats (million users),residential solar PV,home energy automation,W per household,Smart homes with smart thermostats (million users),"Installed PV capacity per household, end of year",Number of smart homes equipped with smart thermostats,2014.4255594754775,13.438934953076712,146.58879291964135,0.03452376804290069,-0.18827843933181443,0.0,9.299999999999955,1.3336096145876497
9535,Original data,prosumer,All,United States,"United States - residential solar PV - Installed PV capacity per household, end of year - W per household",United States - home energy automation - Share of households with smart thermostats - household penetration rate (% of households),residential solar PV,home energy automation,W per household,household penetration rate (% of households),"Installed PV capacity per household, end of year",Share of households with smart thermostats,2014.2344948337682,13.337036901013418,142.62308587110164,0.030086190679083358,-0.1937400730103589,0.0,10.829623520314726,
9536,Original data,prosumer,All,United States,"United States - residential solar PV - Installed PV capacity per household, end of year - W per household",United States - home energy storage - Annual residential battery storage installed capacity in the United States - Residential battery storage installed (MWh),residential solar PV,home energy storage,W per household,Residential battery storage installed (MWh),"Installed PV capacity per household, end of year",Annual residential battery storage installed capacity in the United States,2023.1704635717697,1.7581903204126066,2352.454660440841,0.8296447014531382,0.7785381118890796,0.047539664501813066,2.5,
9537,Original data,prosumer,All,United States,"United States - residential solar PV - Installed PV capacity per household, end of year - W per household","United States - home energy storage - Estimated number of residential battery storage systems installed annually, derived by dividing total installed capacity (MWh) by 13.5 kWh assumed average capacity - Estimated number of residential battery systems",residential solar PV,home energy storage,W per household,Estimated number of residential battery systems,"Installed PV capacity per household, end of year","Estimated number of residential battery storage systems installed annually, derived by dividing total installed capacity (MWh) by 13.5 kWh assumed average capacity",2023.2549838545276,1.3569091065247678,172730.94608753576,0.8409966520911689,0.7932956477185196,0.005426639223798079,2.5,
9538,Original data,prosumer,All,United States,"United States - residential solar PV - Installed PV capacity per household, end of year - W per household",United States - household electricity access - Access to electricity as share of total population - % of population with access to electricity,residential solar PV,household electricity access,W per household,% of population with access to electricity,"Installed PV capacity per household, end of year",Access to electricity as share of total population,2398.5488520528233,168.65253921006033,2942846.5272424184,0.21418614792822432,0.1552501090228411,,-66.09999999999968,
9539,Original data,prosumer,All,United States,"United States - residential solar PV - Installed PV capacity per household, end of year - W per household",United States - household internet access - Fixed broadband subscriptions (per 100 people) - %,residential solar PV,household internet access,W per household,%,"Installed PV capacity per household, end of year",Fixed broadband subscriptions (per 100 people),2020.537531731474,13.525924424695377,253.75738556797066,0.3534344234729824,0.2928189006735745,0.0,19.700000000000273,0.6482488704710926
9540,Original data,prosumer,All,United States,"United States - residential solar PV - Installed PV capacity per household, end of year - W per household",United States - household internet access - Share of Households - %,residential solar PV,household internet access,W per household,%,"Installed PV capacity per household, end of year",Share of Households,2156.7963406112613,54.775744855118795,8510237.036619972,0.6301957596038121,0.6193191642980419,0.3704463576302004,25.399999999999636,0.6505328212088831
9541,Original data,prosumer,All,United States,"United States - residential solar PV - Installed PV capacity per household, end of year - W per household",United States - microgrids - Cumulative installed capacity of microgrids in the United States - Cumulative installed capacity (MW),residential solar PV,microgrids,W per household,Cumulative installed capacity (MW),"Installed PV capacity per household, end of year",Cumulative installed capacity of microgrids in the United States,2008.7255403143674,59.63441391465521,3624.093387941545,0.10658032459541711,0.03000149527502438,0.2162589369415985,-9.200000000000045,2.737625025825505
9542,Original data,prosumer,All,United States,"United States - residential solar PV - Installed PV capacity per household, end of year - W per household",United States - net metering - Total net metering customers as share of total U.S. households - Total net metering customers / total households,residential solar PV,net metering,W per household,Total net metering customers / total households,"Installed PV capacity per household, end of year",Total net metering customers as share of total U.S. households,2016.8909933684083,8.43410959758176,137.0184459177591,0.10122266753601838,-0.057385097016448894,0.0,0.2999999999999545,1.019875945126092
9543,Original data,prosumer,All,United States,"United States - residential solar PV - Installed PV capacity per household, end of year - W per household","United States - residential solar PV - Cumulative installed PV power (grid-connected), end of year - Cumulative installed PV capacity (MW (AC))",residential solar PV,residential solar PV,W per household,Cumulative installed PV capacity (MW (AC)),"Installed PV capacity per household, end of year","Cumulative installed PV power (grid-connected), end of year",2027.1512831343168,19.456050425209543,84807.89724049642,0.18544455715891262,0.032715411626208724,0.0,-1.900000000000091,0.99721103191819
9544,Original data,prosumer,All,United States,"United States - residential solar PV - Installed PV capacity per household, end of year - W per household","United States - residential solar PV - Installed PV capacity per household, end of year - W per household",residential solar PV,residential solar PV,W per household,W per household,"Installed PV capacity per household, end of year","Installed PV capacity per household, end of year",2025.3225188226645,19.508491478343558,965.2491320678076,0.9977706406340429,0.9966559609510643,0.9977706406340429,0.0,1.0
9545,Original data,prosumer,All,United States,United States - smart meters - Number of residential advanced (smart) meters installed in the United States - Number of smart meters (millions),United States - community choice aggregation - Annual number of customer participants in Community Choice Aggregation programs in the United States - Number of CCA customers (participants),smart meters,community choice aggregation,Number of smart meters (millions),Number of CCA customers (participants),Number of residential advanced (smart) meters installed in the United States,Annual number of customer participants in Community Choice Aggregation programs in the United States,2014.3973742143933,7.068094066134886,1661569.0244383707,0.10981342409523542,-0.023714562290479302,0.0,2.2000000000005002,0.4259814537175856
9546,Original data,prosumer,All,United States,United States - smart meters - Number of residential advanced (smart) meters installed in the United States - Number of smart meters (millions),United States - community choice aggregation - Annual voluntary green power sales through Community Choice Aggregation programs in the United States - Voluntary green power sales (million MWh),smart meters,community choice aggregation,Number of smart meters (millions),Voluntary green power sales (million MWh),Number of residential advanced (smart) meters installed in the United States,Annual voluntary green power sales through Community Choice Aggregation programs in the United States,2080.991587133876,26.323252157041544,1603897.9728451718,0.38292185090078923,0.29036012853590765,0.0,3.0,0.5755279642897334
9547,Original data,prosumer,All,United States,United States - smart meters - Number of residential advanced (smart) meters installed in the United States - Number of smart meters (millions),United States - community solar - Annual community solar capacity installed in the United States - Installed capacity (MWdc),smart meters,community solar,Number of smart meters (millions),Installed capacity (MWdc),Number of residential advanced (smart) meters installed in the United States,Annual community solar capacity installed in the United States,2060.8988642070335,16.76319424411804,19214940.592377737,0.5218265287213886,0.43744297496633944,0.001124769478877376,-5.699999999999136,0.7785953516695421
9548,Original data,prosumer,All,United States,United States - smart meters - Number of residential advanced (smart) meters installed in the United States - Number of smart meters (millions),United States - electric vehicles - Total BEV and PHEV share of new Light Duty Vehicles sales - EV (PHEV + BEV) share of total new LDV sale,smart meters,electric vehicles,Number of smart meters (millions),EV (PHEV + BEV) share of total new LDV sale,Number of residential advanced (smart) meters installed in the United States,Total BEV and PHEV share of new Light Duty Vehicles sales,2013.553753738056,9.004664035277147,44.7467435761199,0.09448669732226778,-0.02362373346178437,0.0,-3.6999999999986812,0.36589321059785834
9549,Original data,prosumer,All,United States,United States - smart meters - Number of residential advanced (smart) meters installed in the United States - Number of smart meters (millions),United States - heat pumps - Annual production of air-source heat pumps - Units (number of heat pumps),smart meters,heat pumps,Number of smart meters (millions),Units (number of heat pumps),Number of residential advanced (smart) meters installed in the United States,Annual production of air-source heat pumps,1996.1385797652954,0.4972612118074912,1491484.542191689,0.0,-0.1071428571428572,0.0,-214.29999999999882,2.8823971444674052
9550,Original data,prosumer,All,United States,United States - smart meters - Number of residential advanced (smart) meters installed in the United States - Number of smart meters (millions),United States - home energy automation - Annual revenue of smart thermostat market - Total revenue (billion USD),smart meters,home energy automation,Number of smart meters (millions),Total revenue (billion USD),Number of residential advanced (smart) meters installed in the United States,Annual revenue of smart thermostat market,2011.5931730905213,1.2712983391957065,47.950877218477494,0.0028325946997013185,-0.19660088636035833,0.0,2.4000000000005457,0.33668341708542715
9551,Original data,prosumer,All,United States,United States - smart meters - Number of residential advanced (smart) meters installed in the United States - Number of smart meters (millions),United States - home energy automation - Number of smart homes equipped with smart thermostats - Smart homes with smart thermostats (million users),smart meters,home energy automation,Number of smart meters (millions),Smart homes with smart thermostats (million users),Number of residential advanced (smart) meters installed in the United States,Number of smart homes equipped with smart thermostats,2011.3494892073152,3.4379341053195307,54.561870100388255,0.01337932958813437,-0.18394480449423867,0.0,4.400000000000546,0.9083535610680241
9552,Original data,prosumer,All,United States,United States - smart meters - Number of residential advanced (smart) meters installed in the United States - Number of smart meters (millions),United States - home energy automation - Share of households with smart thermostats - household penetration rate (% of households),smart meters,home energy automation,Number of smart meters (millions),household penetration rate (% of households),Number of residential advanced (smart) meters installed in the United States,Share of households with smart thermostats,2011.3673932990569,2.86435891018265,52.649667727189204,0.008883458660015942,-0.189339849607981,0.0,5.929623520315317,
9553,Original data,prosumer,All,United States,United States - smart meters - Number of residential advanced (smart) meters installed in the United States - Number of smart meters (millions),United States - home energy storage - Annual residential battery storage installed capacity in the United States - Residential battery storage installed (MWh),smart meters,home energy storage,Number of smart meters (millions),Residential battery storage installed (MWh),Number of residential advanced (smart) meters installed in the United States,Annual residential battery storage installed capacity in the United States,2023.2327167147498,1.444065995799782,2336.4151491622765,0.8450539819329959,0.8063174774162448,0.016734330251135743,-2.399999999999409,
9554,Original data,prosumer,All,United States,United States - smart meters - Number of residential advanced (smart) meters installed in the United States - Number of smart meters (millions),"United States - home energy storage - Estimated number of residential battery storage systems installed annually, derived by dividing total installed capacity (MWh) by 13.5 kWh assumed average capacity - Estimated number of residential battery systems",smart meters,home energy storage,Number of smart meters (millions),Estimated number of residential battery systems,Number of residential advanced (smart) meters installed in the United States,"Estimated number of residential battery storage systems installed annually, derived by dividing total installed capacity (MWh) by 13.5 kWh assumed average capacity",2023.2556661613055,1.354480415816916,172721.81965706105,0.8475171104496869,0.8093963880621087,0.0043629008935665015,-2.399999999999409,
9555,Original data,prosumer,All,United States,United States - smart meters - Number of residential advanced (smart) meters installed in the United States - Number of smart meters (millions),United States - household electricity access - Access to electricity as share of total population - % of population with access to electricity,smart meters,household electricity access,Number of smart meters (millions),% of population with access to electricity,Number of residential advanced (smart) meters installed in the United States,Access to electricity as share of total population,416.2146121928762,-1140.8431860724918,43210.86115951963,0.04691911978261776,-0.02115808594719537,,-70.99999999999909,
9556,Original data,prosumer,All,United States,United States - smart meters - Number of residential advanced (smart) meters installed in the United States - Number of smart meters (millions),United States - household internet access - Fixed broadband subscriptions (per 100 people) - %,smart meters,household internet access,Number of smart meters (millions),%,Number of residential advanced (smart) meters installed in the United States,Fixed broadband subscriptions (per 100 people),2015.1097358722773,12.600261839386786,55.87253900828662,0.29027071082292655,0.22764753824847883,0.0,14.800000000000864,0.44153788598233035
9557,Original data,prosumer,All,United States,United States - smart meters - Number of residential advanced (smart) meters installed in the United States - Number of smart meters (millions),United States - household internet access - Share of Households - %,smart meters,household internet access,Number of smart meters (millions),%,Number of residential advanced (smart) meters installed in the United States,Share of Households,1999.7968442399977,12.622519456774643,79.56275632924381,0.9093728838527223,0.9067586401177047,0.8614359959318527,20.500000000000227,0.4430935397233372
9558,Original data,prosumer,All,United States,United States - smart meters - Number of residential advanced (smart) meters installed in the United States - Number of smart meters (millions),United States - microgrids - Cumulative installed capacity of microgrids in the United States - Cumulative installed capacity (MW),smart meters,microgrids,Number of smart meters (millions),Cumulative installed capacity (MW),Number of residential advanced (smart) meters installed in the United States,Cumulative installed capacity of microgrids in the United States,2219.5683049503605,126.29275296169376,2496204.185071603,0.08509204873889409,0.010910322960966501,0.1321275865955187,-14.099999999999454,1.8646622023990378
