Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae,n_data_points,n_non_zero_data_points,max_over_K,min_over_K,range_over_k,length_trimmed_series_years,n_data_points_beyond_max,n_data_points_beyond_min,suspected_reversal_up2down,suspected_reversal_down2up,at_least_one_big_jump,autocorr_l1,all_values_less_than_or_equal_to_1,all_values_less_than_or_equal_to_100,C1_R2,C2_threshold_non_zero_value_years,C3_pct_non_zero,C4_less_than_250_jump_in_second_half,C4_less_than_80_fall_in_second_half,C4_combined_less_than_80_fall_and_250_jump_in_second_half,C5_volatility_autocorrelation_lag1_threshold_0.7,C6_{K_COVERAGE_THRESHOLD}_of_k_covered_by_data,C7_lin_r2,use_log,use_lin,Innovation Name_clean,Spatial Scale_clean,Indicator Number_clean,Indicator Name_clean,Description_clean,Metric_clean, GN scoring ,GN comments,CW scoring
dri_usa_4.1Kso_d239_m153,drivers licence,US,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,b9,0.26977,0.085238,4.9335,2012.7,16.29,93.935,0.18858,1949.5,-9884.6,0.95274,0.9444,6.5953,5.5158,0.87577,0.86196,10.694,8.732,0.96958,0.9662,5.2912,4.1063,21,20,1.0646,0.0020874,1.0625,20,0,19,0,0,1,0.9275,0,1,y,y,y,y,y,y,y,y,y,y,y,driverslicence,us,41,knowledgeflowssocialnetworks,partialuptomaxannualisedgooglesearchfrequencyindex100monthlymax,partialuptomaxindex0100,,,
dri_usa_4.2Kme_d143_m014,drivers licence,US,4.2,Knowledge Flows (Mass Media),"Number of times ""Drivers license"" appears in books",# mentions,b9,0.0082801,0.0053216,1.153e-10,1978.5,530.72,1.3924e-08,0.0028337,10672,-2.2142e-07,0.21102,0.16875,2.4967e-09,1.9773e-09,-5.6728,-5.9069,7.2609e-09,6.6948e-09,0.5046,0.48721,1.9784e-09,1.621e-09,60,60,1,0.25027,0.74973,60,5,57,0,0,0,0.97105,1,1,n,y,y,y,y,y,y,y,y,n,y,driverslicence,us,42,knowledgeflowsmassmedia,numberoftimesdriverslicenseappearsinbooks,#mentions,,,
dri_usa_4.2Kme_d255_m165,drivers licence,US,4.2,Knowledge Flows (Mass Media),"Partial up to max Number of times ""Drivers license"" appears in books",Partial up to max # mentions,b9,0.0069292,0.018173,9.456e-11,2006.3,634.19,1.4094e-08,12.137,3155.8,-1.8062e-07,0.17689,0.1294,2.2018e-09,1.6485e-09,0.47279,0.4529,1.7621e-09,1.4266e-09,0.39664,0.37387,1.8851e-09,1.5011e-09,56,56,0.98795,0.24726,0.74069,56,1,53,0,0,0,0.95529,1,1,n,y,y,y,y,y,y,y,y,n,y,driverslicence,us,42,knowledgeflowsmassmedia,partialuptomaxnumberoftimesdriverslicenseappearsinbooks,partialuptomax#mentions,,,
dri_usa_4.3Com_d211_m124,drivers licence,US,4.3,Compatibility,Vehicle Miles of Travel (VMT),billions,b9,0.061538,0.021592,43977,1983.1,71.41,3.58e+06,72.209,1518.7,-8.5428e+07,0.99232,0.99199,83262,60841,0.91945,0.91718,2.6959e+05,2.2558e+05,0.97795,0.97733,1.4105e+05,1.1323e+05,74,74,0.91523,0.11857,0.79666,74,3,73,0,0,0,0.9836,0,0,y,y,y,y,y,y,y,y,y,y,y,driverslicence,us,43,compatibility,vehiclemilesoftravelvmt,billions,,,
dri_usa_4.5Inf_d199_m141,drivers licence,US,4.5,Infrastructure Dependence,Total public road mileage,million miles,b9,0.028898,0.0028307,10974,1906.2,152.07,4.2889e+06,5876.3,-303.82,-1.7949e+07,0.95943,0.95769,49027,42656,0.91838,0.91608,69538,55072,0.92738,0.92534,65590,52791,74,74,0.98333,0.77245,0.21088,74,0,72,0,0,0,0.98682,0,0,y,y,y,y,y,y,y,y,y,y,y,driverslicence,us,45,infrastructuredependence,totalpublicroadmileage,millionmiles,,,
dri_was_1.1Ado_d030_m072,drivers licence,Washington DC,1.1,Adoption over time,% of population (residents) holding a drivers licence,% of population,b9,0.021512,0.0084288,0.0047707,1967.4,204.28,0.9463,0.60916,1997.5,-8.9128,0.86167,0.85574,0.040849,0.033401,0.85108,0.84689,0.042383,0.03442,0.86085,0.85693,0.040971,0.033156,74,74,0.8205,0.39726,0.42324,74,2,73,0,0,0,0.98402,1,1,y,y,y,y,y,y,y,y,y,y,y,driverslicence,washingtondc,11,adoptionovertime,%ofpopulationresidentsholdingadriverslicence,%ofpopulation,,,
dri_was_3.2Adc_d032_m057,drivers licence,Washington DC,3.2,Adopter characteristics,"% of population holding a drivers licence, by age group",% of <=19 yr olds,b9,-0.14227,-0.053496,-0.012033,1912.6,-30.888,61328,-1544.9,-1.5262e+05,24.32,0.9963,0.98519,0.0072609,0.006048,-0.59679,-2.1936,0.15078,0.092178,0.84453,0.68906,0.047048,0.034591,5,5,5.3417e-06,2.5565e-07,5.0861e-06,25,4,1,0,0,1,0.22605,1,1,y,m,y,y,y,y,m,m,y,m,m,driverslicence,washingtondc,32,adoptercharacteristics,%ofpopulationholdingadriverslicencebyagegroup,%of19yrolds,,,
dri_was_3.2Adc_d032_m055,drivers licence,Washington DC,3.2,Adopter characteristics,"% of population holding a drivers licence, by age group",% of 20-24 yr olds,b9,-0.051167,-0.00121,-0.023009,1756.8,-85.885,1.8549e+05,-1544.4,-1.5267e+05,46.743,0.98882,0.95526,0.022825,0.021204,-3.7241,-8.4481,0.46909,0.41649,0.94381,0.88763,0.051158,0.042152,5,5,4.4391e-06,1.3428e-06,3.0962e-06,25,4,1,0,0,0,0.58555,1,1,y,m,y,y,y,y,m,m,y,m,m,driverslicence,washingtondc,32,adoptercharacteristics,%ofpopulationholdingadriverslicencebyagegroup,%of2024yrolds,,,
dri_was_3.2Adc_d033_m065,drivers licence,Washington DC,3.2,Adopter characteristics,"% of population holding a drivers licence, by gender",% of female population,b9,0.011993,0.011992,0.0092807,2826.8,366.42,14283,4.2766,2150.3,-17.853,0.79296,0.17183,0.043915,0.040946,0.79296,0.58592,0.043915,0.040946,0.76787,0.53575,0.046499,0.042484,5,5,6.8541e-05,5.0529e-05,1.8012e-05,25,0,3,0,1,0,0.78303,1,1,y,m,y,y,y,y,y,m,y,m,m,driverslicence,washingtondc,32,adoptercharacteristics,%ofpopulationholdingadriverslicencebygender,%offemalepopulation,,,
dri_was_3.2Adc_d033_m070,drivers licence,Washington DC,3.2,Adopter characteristics,"% of population holding a drivers licence, by gender",% of male population,b9,0.0036751,0.0036734,0.0032036,4084.2,1195.7,1838.6,3.4298,2374.6,-5.5396,0.26003,-1.9599,0.050012,0.040584,0.26003,-0.47993,0.050011,0.040584,0.25214,-0.49572,0.050278,0.040739,5,5,0.00052182,0.00043538,8.6446e-05,25,2,3,1,1,0,0.78495,1,1,n,m,y,y,y,y,y,m,m,n,m,driverslicence,washingtondc,32,adoptercharacteristics,%ofpopulationholdingadriverslicencebygender,%ofmalepopulation,,,
dri_was_3.2Adc_d334_m185,drivers licence,Washington DC,3.2,Adopter characteristics,share of teenagers with drivers licenses,market share,b9,-0.14227,-0.053496,-0.012033,1912.6,-30.888,61328,-1544.9,-1.5262e+05,24.32,0.9963,0.98519,0.0072609,0.006048,-0.59679,-2.1936,0.15078,0.092178,0.84453,0.68906,0.047048,0.034591,5,5,5.3417e-06,2.5565e-07,5.0861e-06,25,4,1,0,0,1,0.22605,1,1,y,m,y,y,y,y,m,m,y,m,m,driverslicence,washingtondc,32,adoptercharacteristics,shareofteenagerswithdriverslicenses,marketshare,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,stockholm,11,adoptionovertime,%of1819yragegroupholdingadriverslicence,%of1819yrolds,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,stockholm,11,adoptionovertime,%of1819yragegroupholdingadriverslicencebygender,%of1819yroldfemales,3,zeros?,"don't use, it's a cohort variable not a time trend"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,stockholm,11,adoptionovertime,%of1819yragegroupholdingadriverslicencebygender,%of1819yroldmales,3,zeros?,"don't use, it's a cohort variable not a time trend"
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,stockholm,11,adoptionovertime,%of1819yragegroupin2003holdingadriverslicence,%of1819yroldsin2003cohort,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,stockholm,11,adoptionovertime,%ofpopulationholdingadriverslicence,%ofpopulation,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,sweden,11,adoptionovertime,%of1819yragegroupholdingadriverslicence,%of1819yragegroup,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,sweden,11,adoptionovertime,%ofpopulationholdingadriverslicence,%ofpopulation,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,11,adoptionovertime,%ofpopulationresidentsholdingadriverslicence,%ofpopulation,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,22,relativeadvantageprofitability,averagecostofmiletraveledbybuscar,buscarcostpermiletraveled,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,22,relativeadvantageprofitability,averagetotalcostofmiletraveledbybus,constant2022,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,22,relativeadvantageprofitability,averagetotalcostofmiletraveledbycar,constant2022,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,22,relativeadvantageprofitability,fuelefficiencyvmtpergallon,index19891,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,23,relativeadvantagecobenefits,trafficdeathrates,%oflicenseddrivers,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,29,interdependencewithhardware,motorfuelconsumption,index19891,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,29,interdependencewithhardware,totalnumberofvehiclesregistered,millionvehicles,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,32,adoptercharacteristics,%ofagecohort18yrsin1978holdingadriverslicence,%of18yroldsin1978,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,32,adoptercharacteristics,%ofagecohort18yrsin1988holdingadriverslicence,%of18yroldsin1988,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,32,adoptercharacteristics,%ofagecohort18yrsin2008holdingadriverslicence,%of18yroldsin2008,1,3 pts,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,32,adoptercharacteristics,%ofagecohort18yrsin2019holdingadriverslicence,%of18yroldsin2019,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,32,adoptercharacteristics,%ofpopulationholdingadriverslicencebyagegroup,%of16yrolds,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,32,adoptercharacteristics,%ofpopulationholdingadriverslicencebyagegroup,%of17yrolds,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,32,adoptercharacteristics,%ofpopulationholdingadriverslicencebyagegroup,%of18yrolds,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,32,adoptercharacteristics,%ofpopulationholdingadriverslicencebyagegroup,%of19yrolds,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,32,adoptercharacteristics,%ofpopulationholdingadriverslicencebyagegroup,%of19yrolds,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,32,adoptercharacteristics,%ofpopulationholdingadriverslicencebyagegroup,%of2024yrolds,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,32,adoptercharacteristics,%ofpopulationholdingadriverslicencebyagegroup,%of2529yrolds,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,32,adoptercharacteristics,%ofpopulationholdingadriverslicencebygender,%offemalepopulation,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,32,adoptercharacteristics,%ofpopulationholdingadriverslicencebygender,%ofmalepopulation,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,42,knowledgeflowsmassmedia,numberoftimesdriverslicenseappearsinbooks,#mentions,2,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,43,compatibility,vehiclemilesoftravelvmt,billions,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,us,45,infrastructuredependence,totalpublicroadmileage,millionmiles,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,washingtondc,11,adoptionovertime,%ofpopulationresidentsholdingadriverslicence,%ofpopulation,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,washingtondc,32,adoptercharacteristics,%ofpopulationholdingadriverslicencebyagegroup,%of19yrolds,1,how negative?,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,washingtondc,32,adoptercharacteristics,%ofpopulationholdingadriverslicencebyagegroup,%of2024yrolds,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,washingtondc,32,adoptercharacteristics,%ofpopulationholdingadriverslicencebygender,%offemalepopulation,1,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,driverslicense,washingtondc,32,adoptercharacteristics,%ofpopulationholdingadriverslicencebygender,%ofmalepopulation,1,,
eat_ger_1.1Ado_d037_m038,eating less meat,Germany,1.1,Adoption over time,% poultry+pig in total meat consumption,% kg/yr,b1,0.053938,0.0030404,0.0023733,1941.1,81.473,0.82092,0.13351,1420.6,-3.9684,0.88332,0.87602,0.013738,0.010647,0.77124,0.7619,0.019236,0.015408,0.78436,0.77556,0.018676,0.014878,52,52,1.0044,0.82465,0.17975,52,16,51,1,0,0,0.98219,1,1,y,y,y,y,y,y,y,m,y,m,y,eatinglessmeat,germany,11,adoptionovertime,%poultrypigintotalmeatconsumption,%kgyr,1,,
eat_ger_1.1Ado_d038_m038,eating less meat,Germany,1.1,Adoption over time,% red in total meat consumption,% kg/yr,b1,-0.010721,0.00075227,-0.0023733,1032,-409.88,7031.2,1555.1,1.5743e+05,4.9684,0.82404,0.81304,0.016871,0.013012,-33.426,-34.831,0.23598,0.23252,0.78436,0.77556,0.018676,0.014878,52,52,4.5942e-05,2.4956e-05,2.0987e-05,52,51,16,0,1,0,0.9741,1,1,y,y,y,y,y,y,y,m,y,m,y,eatinglessmeat,germany,11,adoptionovertime,%redintotalmeatconsumption,%kgyr,1,,
eat_ger_1.1Ado_d257_m167,eating less meat,Germany,1.1,Adoption over time,Partial max and after % poultry+pig in total meat consumption,Partial max and after % kg/yr,b1,-0.0028687,0.00070956,-0.00229,210.28,-1531.8,142.38,1555.7,1.5743e+05,5.4133,0.6816,0.60813,0.0076717,0.0062368,-3494.2,-3993.5,0.80379,0.80367,0.68085,0.63526,0.0076808,0.0062379,17,17,0.0057911,0.0054685,0.00032258,17,16,4,0,1,0,0.94023,1,1,m,y,y,y,y,y,y,m,y,m,y,eatinglessmeat,germany,11,adoptionovertime,partialmaxandafter%poultrypigintotalmeatconsumption,partialmaxandafter%kgyr,,,
eat_ger_1.1Ado_d259_m167,eating less meat,Germany,1.1,Adoption over time,Partial max and after % red in total meat consumption,Partial max and after % kg/yr,b1,-0.010721,0.00075227,-0.0023733,1032,-409.88,7031.2,1555.1,1.5743e+05,4.9684,0.82404,0.81304,0.016871,0.013012,-33.426,-34.831,0.23598,0.23252,0.78436,0.77556,0.018676,0.014878,52,52,4.5942e-05,2.4956e-05,2.0987e-05,52,51,16,0,1,0,0.9741,1,1,y,y,y,y,y,y,y,m,y,m,y,eatinglessmeat,germany,11,adoptionovertime,partialmaxandafter%redintotalmeatconsumption,partialmaxandafter%kgyr,,,
eat_ger_1.1Ado_d261_m171,eating less meat,Germany,1.1,Adoption over time,Partial max and after per capita beef consumption,Partial max and after Kg/yr,b1,-0.018338,-0.018337,-0.28478,1419.4,-239.64,6.8305e+05,28.866,1968.6,586.29,0.74322,0.72397,2.2162,1.8588,0.74322,0.7307,2.2162,1.8588,0.68367,0.66824,2.4598,2.1249,44,44,3.4795e-05,1.5597e-05,1.9198e-05,44,43,20,0,1,0,0.9704,0,1,y,y,y,y,y,y,y,m,y,m,y,eatinglessmeat,germany,11,adoptionovertime,partialmaxandafterpercapitabeefconsumption,partialmaxandafterkgyr,,,
eat_ger_1.1Ado_d263_m171,eating less meat,Germany,1.1,Adoption over time,Partial max and after per capita other meat consumption,Partial max and after kg/yr,b1,-0.045109,-0.045104,-0.10208,1809.5,-97.418,19420,2.6916,2006.5,207.56,0.42979,0.32916,0.71103,0.55061,0.42979,0.36643,0.71103,0.55062,0.43095,0.36772,0.7103,0.52525,21,21,0.00024604,4.0164e-05,0.00020588,21,20,2,0,0,1,0.85929,0,1,m,y,y,y,y,y,y,m,y,m,y,eatinglessmeat,germany,11,adoptionovertime,partialmaxandafterpercapitaothermeatconsumption,partialmaxandafterkgyr,,,
eat_ger_1.1Ado_d265_m171,eating less meat,Germany,1.1,Adoption over time,Partial max and after per capita pig consumption,Partial max and after Kg/yr,b1,-0.11864,-0.0071591,-0.38654,2030.2,-37.039,57.547,87.403,1934.9,828.04,0.69245,0.66268,2.6874,2.1282,0.64191,0.61953,2.8997,2.6128,0.64901,0.62707,2.8709,2.5811,35,35,1.1142,0.75173,0.36243,35,34,0,0,0,0,0.96961,0,1,m,y,y,y,y,y,y,y,y,m,y,eatinglessmeat,germany,11,adoptionovertime,partialmaxandafterpercapitapigconsumption,partialmaxandafterkgyr,,,
eat_ger_1.1Ado_d267_m171,eating less meat,Germany,1.1,Adoption over time,Partial max and after per capita poultry consumption,Partial max and after kg/yr,b1,-0.0058195,-0.0056857,-0.101,1375,-755.13,776.78,25.85,1954.2,221.8,0.11005,-inf,0.32174,0.2768,0.11006,-1.6698,0.32174,0.27681,0.10963,-1.6711,0.32182,0.277,4,4,0.023443,0.022375,0.0010685,4,3,2,0,1,0,0.747,0,1,n,n,y,y,y,y,y,m,m,n,n,eatinglessmeat,germany,11,adoptionovertime,partialmaxandafterpercapitapoultryconsumption,partialmaxandafterkgyr,,,
eat_ger_1.1Ado_d269_m171,eating less meat,Germany,1.1,Adoption over time,Partial max and after per capita sheep & goat consumption,Partial max and after Kg/yr,b1,-0.011772,-0.01177,-0.010166,1255.4,-373.3,6266.8,4.6666,1867.2,21.305,0.6236,0.57227,0.060056,0.045843,0.6236,0.59087,0.060056,0.045843,0.60663,0.57242,0.061395,0.046956,26,26,0.00017185,0.0001133,5.8558e-05,26,25,0,0,0,0,0.95637,0,1,m,y,y,y,y,y,y,m,y,m,y,eatinglessmeat,germany,11,adoptionovertime,partialmaxandafterpercapitasheepgoatconsumption,partialmaxandafterkgyr,,,
eat_ger_1.1Ado_d271_m171,eating less meat,Germany,1.1,Adoption over time,Partial max and after per capita total meat consumption,Partial max and after kg/yr,b1,-0.0040163,-0.004012,-0.34381,301.45,-1094.2,80618,154.49,1859,775.42,0.47947,0.4291,3.633,3.1435,0.47948,0.44694,3.633,3.1436,0.47549,0.44271,3.6469,3.1498,35,35,0.0012366,0.00095004,0.00028652,35,34,0,0,0,0,0.96952,0,1,m,y,y,y,y,y,y,m,y,m,y,eatinglessmeat,germany,11,adoptionovertime,partialmaxandafterpercapitatotalmeatconsumption,partialmaxandafterkgyr,,,
eat_ger_1.1Ado_d256_m166,eating less meat,Germany,1.1,Adoption over time,Partial up to max % poultry+pig in total meat consumption,Partial up to max % kg/yr,b1,0.0047962,0.004793,0.003607,3516.1,916.24,1148.1,13.156,2584.9,-6.4169,0.95697,0.95306,0.0081724,0.0062675,0.95697,0.95444,0.0081723,0.0062674,0.95551,0.95289,0.0083102,0.0063018,37,37,0.00071819,0.00058966,0.00012853,37,1,36,0,0,0,0.97323,1,1,y,y,y,y,y,y,y,m,y,m,y,eatinglessmeat,germany,11,adoptionovertime,partialuptomax%poultrypigintotalmeatconsumption,partialuptomax%kgyr,,,
eat_ger_1.1Ado_d258_m166,eating less meat,Germany,1.1,Adoption over time,Partial up to max % red in total meat consumption,Partial up to max % kg/yr,b1,,,-0.013249,,,,,,26.423,,,,,,,,,1,1,1.5765e-15,1.4155e-15,2,2,,,,2,1,0,0,0,0,0.49956,1,1,n,n,y,y,y,y,m,m,y,n,n,eatinglessmeat,germany,11,adoptionovertime,partialuptomax%redintotalmeatconsumption,partialuptomax%kgyr,,,
eat_ger_1.1Ado_d260_m170,eating less meat,Germany,1.1,Adoption over time,Partial up to max per capita beef consumption,Partial up to max Kg/yr,b1,-0.0010666,-0.00099417,-0.023182,-481.75,-4119.9,344.6,28.798,1765.1,69.159,0.065413,-0.40188,0.25203,0.2169,0.065427,-0.20159,0.25202,0.2169,0.065235,-0.20184,0.25205,0.217,10,10,0.068969,0.066757,0.0022128,10,1,2,1,1,0,0.89909,0,1,n,y,y,y,y,y,y,m,m,n,m,eatinglessmeat,germany,11,adoptionovertime,partialuptomaxpercapitabeefconsumption,partialuptomaxkgyr,,,
eat_ger_1.1Ado_d262_m170,eating less meat,Germany,1.1,Adoption over time,Partial up to max per capita other meat consumption,Partial up to max kg/yr,b1,0.047747,0.047744,0.050807,2234.3,92.037,1.9301e+05,4.8751,2012.6,-99.343,0.48518,0.43193,0.59049,0.47484,0.48518,0.45086,0.59049,0.47484,0.34555,0.30192,0.66577,0.48838,33,33,2.4757e-05,4.6759e-06,2.0081e-05,33,1,13,0,1,0,0.91446,0,1,m,y,y,y,y,y,y,m,y,m,y,eatinglessmeat,germany,11,adoptionovertime,partialuptomaxpercapitaothermeatconsumption,partialuptomaxkgyr,,,
eat_ger_1.1Ado_d264_m170,eating less meat,Germany,1.1,Adoption over time,Partial up to max per capita pig consumption,Partial up to max Kg/yr,b1,0.11889,0.017787,1.0357,1964.1,36.963,68.274,6.2147,1854.6,-1992.5,0.97688,0.97226,0.88966,0.65394,0.92159,0.91179,1.6385,1.262,0.93983,0.93231,1.4354,1.1028,19,19,0.9391,0.66583,0.27328,19,1,18,0,0,0,0.95047,0,1,y,y,y,y,y,y,y,y,y,y,y,eatinglessmeat,germany,11,adoptionovertime,partialuptomaxpercapitapigconsumption,partialuptomaxkgyr,,,
eat_ger_1.1Ado_d266_m170,eating less meat,Germany,1.1,Adoption over time,Partial up to max per capita poultry consumption,Partial up to max kg/yr,b1,0.024792,0.018241,0.23111,2039.8,177.25,50.746,6.9815,1963.3,-448.19,0.96564,0.9634,0.6322,0.50791,0.96391,0.96238,0.64787,0.5069,0.95635,0.95449,0.71254,0.59258,50,50,0.35885,0.14847,0.21038,50,1,49,0,0,0,0.97827,0,1,y,y,y,y,y,y,y,y,y,y,y,eatinglessmeat,germany,11,adoptionovertime,partialuptomaxpercapitapoultryconsumption,partialuptomaxkgyr,,,
eat_ger_1.1Ado_d268_m170,eating less meat,Germany,1.1,Adoption over time,Partial up to max per capita sheep & goat consumption,Partial up to max Kg/yr,b1,0.28242,0.022055,0.019525,1971.9,15.56,0.95282,10.166,2098.2,-37.906,0.90044,0.888,0.058505,0.049294,0.67232,0.64611,0.10614,0.089069,0.72356,0.70145,0.097487,0.08452,28,28,1.1303,0.42532,0.70497,28,1,26,0,0,0,0.96625,0,1,y,y,y,y,y,y,y,y,y,y,y,eatinglessmeat,germany,11,adoptionovertime,partialuptomaxpercapitasheepgoatconsumption,partialuptomaxkgyr,,,
eat_ger_1.1Ado_d270_m170,eating less meat,Germany,1.1,Adoption over time,Partial up to max per capita total meat consumption,Partial up to max kg/yr,b1,0.11717,0.012376,1.149,1960.3,37.503,103.4,9.8224,1798.9,-2182.4,0.96756,0.96108,1.1801,0.92675,0.90917,0.89781,1.9749,1.5526,0.92242,0.91273,1.8251,1.4358,19,19,0.9641,0.75705,0.20705,19,1,18,0,0,0,0.94975,0,1,y,y,y,y,y,y,y,y,y,y,y,eatinglessmeat,germany,11,adoptionovertime,partialuptomaxpercapitatotalmeatconsumption,partialuptomaxkgyr,,,
eat_ger_1.1Ado_d223_m137,eating less meat,Germany,1.1,Adoption over time,per capita beef consumption,Kg/yr,b1,-0.016669,-0.015487,-0.27021,1836.6,-263.63,263.63,29.297,1961.8,557.07,0.77941,0.76562,2.1865,1.8671,0.77934,0.77034,2.1868,1.8675,0.75887,0.74903,2.286,1.9144,52,52,0.090152,0.040412,0.049741,52,43,20,1,1,0,0.97773,0,1,y,y,y,y,y,y,y,m,y,m,y,eatinglessmeat,germany,11,adoptionovertime,percapitabeefconsumption,kgyr,2,,
eat_ger_1.1Ado_d224_m137,eating less meat,Germany,1.1,Adoption over time,per capita other meat consumption,kg/yr,b1,0.076643,0.0119,0.02374,1976.7,57.336,2.314,2.077,2010.8,-45.618,0.22412,0.17563,0.73971,0.52229,0.15947,0.12517,0.76991,0.52207,0.18001,0.14654,0.76044,0.50662,52,52,2.0649,0.33707,1.7278,52,20,2,1,0,1,0.95479,0,1,n,y,y,y,y,y,y,y,m,n,m,eatinglessmeat,germany,11,adoptionovertime,percapitaothermeatconsumption,kgyr,4,,"reversal, fit to partial"
eat_ger_1.1Ado_d225_m137,eating less meat,Germany,1.1,Adoption over time,per capita pig consumption,Kg/yr,b1,-0.15753,-0.0026266,-0.15112,2027.8,-27.897,56.516,95.866,1779.2,355.92,0.44762,0.4131,3.9354,3.0242,0.17336,0.13962,4.8143,3.7923,0.18348,0.15015,4.7847,3.7803,52,52,1.1345,0.76545,0.36904,52,34,0,1,0,0,0.98671,0,1,m,y,y,y,y,y,y,y,m,m,m,eatinglessmeat,germany,11,adoptionovertime,percapitapigconsumption,kgyr,2,,
