Code,Innovation Name,Spatial Scale,Indicator Number,Indicator Name,Description,Metric,Category,slope_log,slope_exp,slope_lin,log_t0,log_Dt,log_K,exp_a,exp_c,lin_intercept,log_r2,log_r2adj,log_rmse,log_mae,exp_r2,exp_r2adj,exp_rmse,exp_mae,lin_r2,lin_r2adj,lin_rmse,lin_mae,n_data_points,n_non_zero_data_points,max_over_K,min_over_K,range_over_k,length_trimmed_series_years,n_data_points_beyond_max,n_data_points_beyond_min,suspected_reversal_up2down,suspected_reversal_down2up,at_least_one_big_jump,autocorr_l1,all_values_less_than_or_equal_to_1,all_values_less_than_or_equal_to_100,C1_R2,C2_threshold_non_zero_value_years,C3_pct_non_zero,C4_less_than_250_jump_in_second_half,C4_less_than_80_fall_in_second_half,C4_combined_less_than_80_fall_and_250_jump_in_second_half,C5_volatility_autocorrelation_lag1_threshold_0.7,C6_{K_COVERAGE_THRESHOLD}_of_k_covered_by_data,C7_lin_r2,use_log,use_lin, old GN scoring @retreat,old GN comments,old CW scoring @retreat,comments_fit_CW,comments_delete_CW,comments_alternativeseries_CW,comments_transformations_CW,use_logfit_CW,use_linfit_CW,select_1.1_earegion_CW,select_1.1_allregions_CW,select_non1.1s_earegion_CW,select_non1.1s_allregions_CW,GN final scoring,use_logfit_GN,use_linfit_GN,select_1.1_earegion_GN,select_1.1_allregions_GN,select_non1.1s_earegion_GN,select_non1.1s_allregions_GN,PDF page,use_logfit_AGREE?,use_linfit_AGREE?,select_1.1_earegion_AGREE?,select_1.1_allregions_AGREE?,select_non1.1s_earegion_AGREE?,select_non1.1s_allregions_AGREE?,FINAL AGREED,use_logfit_FIN,use_linfit_FIN,select_1.1_earegion_FIN,select_1.1_allregions_FIN,select_non1.1s_earegion_FIN,select_non1.1s_allregions_FIN,Delete from working file,Unnamed: 89,code_without_indicator_name
qui_ind_1.1Ado_d186_m059,quitting smoking,India,1.1,Adoption over Time,Share of adults who smoke,% of adults,s7,-0.035318,-0.035318,-0.013512,1687.8,-124.42,33467,2.3268,1958.8,27.554,0.99881,0.99763,0.0033272,0.0026249,0.99881,0.99822,0.0033272,0.0026248,0.98862,0.98293,0.010305,0.0096792,7,7,1.6285e-05,8.1275e-06,8.1573e-06,21,6,0,0,0,0,0.80208,1,1,y,y,y,y,y,y,y,m,y,m,y,1,,,*needs sign reversal * negative slope = LED innovation,0,original,duplicated in market share,1,1,0,0,0,0,,,,,,,,1303,,,,,,,,1,1,0,0,0,0,delete,,qui_ind_1.1_d186_m059
qui_uki_1.1Ado_d186_m059,quitting smoking,UK,1.1,Adoption over Time,Share of adults who smoke,% of adults,s7,-0.045901,-0.045612,-0.011067,1898.3,-95.738,40.809,0.088115,2032,22.498,0.99901,0.99802,0.0024917,0.0018316,0.99901,0.99852,0.0024923,0.0018137,0.98514,0.97772,0.0096606,0.0090122,7,7,0.0092871,0.0037736,0.0055134,21,6,0,0,0,0,0.77733,1,1,y,y,y,y,y,y,y,m,y,m,y,1,,,*needs sign reversal * negative slope = LED innovation,0,original,duplicated in market share,1,1,0,0,0,0,,,,,,,,1309,,,,,,,,1,1,0,0,0,0,delete,,qui_uki_1.1_d186_m059
qui_usa_1.1Ado_d186_m059,quitting smoking,US,1.1,Adoption over Time,Share of adults who smoke,% of adults,s7,-0.022543,0.00046259,-0.0054297,1926.2,-194.94,2.1189,1555.5,1.5744e+05,11.195,0.99799,0.99599,0.0017323,0.0013603,-47.974,-72.461,0.27063,0.26786,0.99611,0.99417,0.0024107,0.0022105,7,7,0.15952,0.10855,0.05097,21,6,0,0,0,0,0.83426,1,1,y,y,y,y,y,y,y,m,y,m,y,,,,not needed as transformed-cumulative preferred,0,original,duplicated in market share,1,1,0,0,0,0,,,,,,,,1330,,,,,,,,1,1,0,0,0,0,delete,,qui_usa_1.1_d186_m059
sus_glo_1.1Ado_d181_m040,sustainable fashion,Global,1.1,Adoption over Time,Revenue share of the sustainable apparel market,% market share (sustainable apparel),m1,0.082832,0.082817,0.002714,2123,53.052,185.58,2.6326,2071.6,-5.4446,0.99875,0.99828,0.0003355,0.00029242,0.99875,0.99847,0.00033529,0.00029225,0.97452,0.96886,0.0015149,0.0013026,12,12,0.00027697,0.0001137,0.00016327,12,0,11,0,0,0,0.89141,1,1,y,y,y,y,y,y,y,m,y,m,y,1,,,,0,original,duplicated in market share,1,1,0,0,0,0,,,,,,,,1430,,,,,,,,1,1,0,0,0,0,delete,,sus_glo_1.1_d181_m040
tel_aus_1.1Ado_d091_m117,teleworking,Austria,1.1,Adoption over time,Employed persons teleworking as a percentage of the total employment (%),Percentage of total employment,b6,0.18106,0.001421,0.0046303,2011.6,24.27,0.15402,1555.3,1.5749e+05,-9.2283,0.23802,-0.14297,0.024385,0.019582,-17.842,-23.226,0.12126,0.118,0.22665,0.0056927,0.024567,0.019104,10,10,1.1752,0.61682,0.55838,10,3,6,1,1,0,0.89148,1,1,n,y,y,y,y,y,y,y,m,n,m,,,,,0,original,duplicated in market share,0,1,0,0,0,0,,,,,,,,1538,,,,,,,,0,1,0,0,0,0,delete,,tel_aus_1.1_d091_m117
tel_eun_1.1Ado_d090_m088,teleworking,EU,1.1,Adoption over time,Employed persons teleworking as a % of total employment,% teleworkers of total employment,b6,0.29087,0.001757,0.0081818,2017.6,15.108,0.13246,1555.1,1.5751e+05,-16.441,0.59311,0.38966,0.019821,0.016733,-5.702,-7.6169,0.080444,0.0742,0.57197,0.44968,0.020329,0.016785,10,10,0.98901,0.36239,0.62663,10,2,9,1,0,1,0.87792,1,1,m,y,y,y,y,y,y,y,y,m,y,,,,,0,original,duplicated in market share,1,1,0,0,0,0,,,,,,,,1561,,,,,,,,1,1,0,0,0,0,delete,,tel_eun_1.1_d090_m088
tel_fra_1.1Ado_d091_m117,teleworking,France,1.1,Adoption over time,Employed persons teleworking as a percentage of the total employment (%),Percentage of total employment,b6,0.25398,0.0018494,0.0091939,2017.1,17.302,0.1677,1555.1,1.5751e+05,-18.461,0.48986,0.23479,0.027406,0.022958,-6.3776,-8.4854,0.10422,0.0969,0.47366,0.32327,0.027838,0.022835,10,10,1.0137,0.39357,0.62017,10,2,5,1,1,1,0.87836,1,1,m,y,y,y,y,y,y,y,y,m,y,,,,,0,original,duplicated in market share,1,1,0,0,0,0,,,,,,,,1587,,,,,,,,1,1,0,0,0,0,delete,,tel_fra_1.1_d091_m117
tel_ger_1.1Ado_d091_m117,teleworking,Germany,1.1,Adoption over time,Employed persons teleworking as a percentage of the total employment (%),Percentage of total employment,b6,0.58091,0.17996,0.015855,2018.7,7.5647,0.16675,0.32452,2026.7,-31.92,0.80971,0.71457,0.022894,0.018782,0.72517,0.64664,0.027513,0.021466,0.75291,0.68231,0.026088,0.022185,10,10,1.0315,0.19191,0.8396,10,2,9,1,0,1,0.85801,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,original,duplicated in market share,1,1,0,0,0,0,,,,,,,,1610,,,,,,,,1,1,0,0,0,0,delete,,tel_ger_1.1_d091_m117
tel_ire_1.1Ado_d091_m117,teleworking,Ireland,1.1,Adoption over time,Employed persons teleworking as a percentage of the total employment (%),Percentage of total employment,b6,1.961,0.21458,0.030703,2019.3,2.241,0.2648,0.44127,2024.9,-61.844,0.85414,0.7812,0.039624,0.035283,0.68451,0.59436,0.058275,0.046316,0.72252,0.64324,0.054651,0.04627,10,10,1.216,0.12462,1.0914,10,2,7,1,1,1,0.84335,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,original,duplicated in market share,1,1,0,0,0,0,,,,,,,,1652,,,,,,,,1,1,0,0,0,0,delete,,tel_ire_1.1_d091_m117
tel_ita_1.1Ado_d091_m117,teleworking,Italy,1.1,Adoption over time,Employed persons teleworking as a percentage of the total employment (%),Percentage of total employment,b6,0.45146,0.0014163,0.0045152,2015.7,9.7339,0.070464,1555.2,1.575e+05,-9.0631,0.26481,-0.10278,0.023938,0.018353,-3.298,-4.526,0.057878,0.0507,0.21579,-0.0082692,0.024723,0.017432,10,10,1.7314,0.45413,1.2772,10,3,9,1,0,1,0.80728,1,1,n,y,y,y,y,y,y,y,m,n,m,,,,,0,original,duplicated in market share,1,1,0,0,0,0,,,,,,,,1675,,,,,,,,1,1,0,0,0,0,delete,,tel_ita_1.1_d091_m117
tel_net_1.1Ado_d091_m117,teleworking,The Netherlands,1.1,Adoption over time,Employed persons teleworking as a percentage of the total employment (%),Percentage of total employment,b6,0.284,0.022521,0.003503,2009.9,15.473,0.16498,0.00046253,1762.3,-6.9225,0.23186,-0.15221,0.020371,0.01504,0.17893,-0.055663,0.021061,0.01444,0.18739,-0.04478,0.020952,0.014238,10,10,1.2365,0.76977,0.46671,10,2,0,1,0,0,0.91462,1,1,n,y,y,y,y,y,y,y,m,n,m,,,,,0,original,duplicated in market share,1,1,0,0,0,0,,,,,,,,1698,,,,,,,,1,1,0,0,0,0,delete,,tel_net_1.1_d091_m117
tel_usa_1.1Ado_d091_m117,teleworking,US,1.1,Adoption over time,Employed persons teleworking as a percentage of the total employment (%),Percentage of total employment,b6,0.099701,0.0013676,0.0039119,2130.2,44.076,8726.3,1555.1,1.5747e+05,-7.7839,0.45522,0.38712,0.050424,0.034681,-1.2001,-1.3761,0.10133,0.074839,0.29345,0.23692,0.057424,0.037884,28,28,4.0109e-05,8.0217e-07,3.9307e-05,44,3,27,0,0,1,0.73108,1,1,m,y,y,m,y,m,y,m,m,m,m,,,,* error / discontinuity in data,0,original,duplicated in market share,0,1,0,0,0,0,,,,,,,,1721,,,,,,,,0,1,0,0,0,0,delete,,tel_usa_1.1_d091_m117
tex_usa_1.1Ado_d180_m028,textile recycling,US,1.1,Adoption over time,Recycled textiles as a share of textiles generation.,%,m14,0.13192,0.020045,0.0025345,1982.4,33.311,0.15586,2.0096e-07,1337.7,-4.9468,0.98803,0.98085,0.0048042,0.0037241,0.77726,0.70301,0.020727,0.01884,0.8734,0.83121,0.015626,0.014559,9,9,1.0201,0.1887,0.83137,49,4,8,1,0,1,0.91164,1,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,original,duplicated in market share,1,1,,,0,0,,,,,,,,1765,,,,,,,,1,1,0,0,0,0,delete,,tex_usa_1.1_d180_m028
cli_ban_4.1Kso_d239_m153,climate protest,Bangladesh,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,s3,79.318,0.33004,7.1429,2008.2,0.055403,49.994,0.6257,1997.8,-14321,0.41667,-0.16667,26.726,14.286,0.12757,-0.30865,32.685,23.139,0.16667,-0.25,31.944,22.449,7,1,2.0002,2.0002,0,1,0,0,0,0,,,0,1,m,n,y,m,m,m,m,m,m,n,n,,,,too few,0,prefer,transformed-partial,0,0,0,0,0,1,,0,0,0,0,0,1,31,,,,,,,,0,0,0,0,0,1,,,cli_ban_4.1_d239_m153
cli_ger_4.1Kso_d239_m153,climate protest,Germany,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,s3,212.17,0.51165,1.778,2022.1,0.020712,73.455,6.8564,2019.5,-3574,0.87386,0.8516,8.1921,2.5281,0.56273,0.51414,15.253,6.7587,0.21788,0.13098,20.399,13.075,21,2,1.3614,0.63861,0.72277,2,1,0,0,0,1,0.38449,0,1,y,n,m,y,y,y,m,y,m,n,n,,,,,0,prefer,transformed-partial,1,1,0,0,0,1,,1,1,0,0,0,1,38,,,,,,,,1,1,0,0,0,1,,,cli_ger_4.1_d239_m153
cli_glo_4.1Kso_d239_m153,climate protest,Global,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,s3,0.4309,0.24422,4.2507,2021.4,10.198,125.07,0.12705,1996.5,-8539.3,0.94384,0.93393,7.3129,4.4112,0.92857,0.92063,8.2475,5.9196,0.69573,0.66192,17.022,14.887,21,13,0.79958,0.018351,0.78123,16,0,15,0,0,1,0.77068,0,1,y,y,y,m,y,m,y,y,y,m,m,,,,,0,prefer,transformed-partial,1,1,0,0,0,1,,1,1,0,0,0,1,46,,,,,,,,1,1,0,0,0,1,,,cli_glo_4.1_d239_m153
cli_ind_4.1Kso_d239_m153,climate protest,India,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,s3,14.147,0.12314,1.2987,2024.2,0.31062,1199.6,1518.4,1.6116e+05,-2610.8,1,1,1.7089e-05,3.8083e-06,-0.05,-0.16667,21.822,4.7619,0.13636,0.040404,19.791,10.719,21,1,0.083361,0.083361,0,1,0,0,0,0,,,0,1,y,n,m,m,m,m,m,m,m,n,n,,,,too few,0,prefer,transformed-partial,0,0,0,0,0,1,,1,0,0,0,0,1,53,check,,,,,,,1,0,0,0,0,1,,,cli_ind_4.1_d239_m153
cli_uki_4.1Kso_d239_m153,climate protest,UK,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,s3,0.67755,0.30176,3.9101,2021.2,6.4858,109.82,0.1268,2001.7,-7856.7,0.95278,0.94445,6.641,4.2123,0.92657,0.91841,8.2817,5.1799,0.6002,0.55577,19.324,15.549,21,8,0.91056,0.065414,0.84515,11,0,8,0,1,1,0.73322,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,prefer,transformed-partial,1,1,0,0,0,1,,1,1,0,0,1,1,65,,,,,**check**,,,1,1,0,0,0,1,,,cli_uki_4.1_d239_m153
cli_usa_4.1Kso_d239_m153,climate protest,US,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,s3,0.53398,0.243,4.6225,2020.3,8.2297,111.88,0.089383,1994.6,-9286.9,0.92033,0.90626,9.6468,4.8701,0.89043,0.87826,11.313,8.219,0.67079,0.63421,19.609,17.283,21,12,0.89378,0.021376,0.8724,12,0,9,0,1,1,0.78065,0,1,y,y,y,m,y,m,y,y,y,m,m,,,,,0,prefer,transformed-partial,1,1,0,0,0,1,,1,1,0,0,0,1,72,,,,,,,,1,1,0,0,0,1,,,cli_usa_4.1_d239_m153
crz_ger_4.1Kso_d239_m153,mobesity,Germany,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,b3,109.72,0.31475,8.5714,2007.1,0.040052,50,0.21653,1992.9,-17182,0.4,-0.5,28.868,16.667,0.1057,-0.4905,35.243,26.456,0.15429,-0.40952,34.272,25.079,6,1,2,2,0,1,0,0,0,0,,,0,1,m,n,y,m,m,m,m,m,m,n,n,,,,too few,0,prefer,transformed-partial,0,0,0,0,0,1,,0,0,0,0,0,1,155,,,,,,,,0,0,0,0,0,1,,,crz_ger_4.1_d239_m153
dri_usa_4.1Kso_d239_m153,drivers licence,US,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,b9,0.26977,0.085238,4.9335,2012.7,16.29,93.935,0.18858,1949.5,-9884.6,0.95274,0.9444,6.5953,5.5158,0.87577,0.86196,10.694,8.732,0.96958,0.9662,5.2912,4.1063,21,20,1.0646,0.0020874,1.0625,20,0,19,0,0,1,0.9275,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,prefer,transformed-partial,1,1,0,0,0,1,,1,1,0,0,0,1,244,,,,,,,,1,1,0,0,0,1,,,dri_usa_4.1_d239_m153
eat_ger_1.1Ado_d256_m166,eating less meat,Germany,1.1,Adoption over time,Partial up to max % poultry+pig in total meat consumption,Partial up to max % kg/yr,b1,0.0047962,0.004793,0.003607,3516.1,916.24,1148.1,13.156,2584.9,-6.4169,0.95697,0.95306,0.0081724,0.0062675,0.95697,0.95444,0.0081723,0.0062674,0.95551,0.95289,0.0083102,0.0063018,37,37,0.00071819,0.00058966,0.00012853,37,1,36,0,0,0,0.97323,1,1,y,y,y,y,y,y,y,m,y,m,y,,,,part of curve consistent with LED innovation *probably positive slope = LED innovation,0,prefer,transformed-partial,1,1,0,0,0,0,,1,1,0,0,0,0,263,,,,,,,,1,1,0,0,0,0,delete,,eat_ger_1.1_d256_m166
eat_ger_1.1Ado_d259_m167,eating less meat,Germany,1.1,Adoption over time,Partial max and after % red in total meat consumption,Partial max and after % kg/yr,b1,-0.010721,0.00075227,-0.0023733,1032,-409.88,7031.2,1555.1,1.5743e+05,4.9684,0.82404,0.81304,0.016871,0.013012,-33.426,-34.831,0.23598,0.23252,0.78436,0.77556,0.018676,0.014878,52,52,4.5942e-05,2.4956e-05,2.0987e-05,52,51,16,0,1,0,0.9741,1,1,y,y,y,y,y,y,y,m,y,m,y,,,,part of curve consistent with LED innovation *needs sign reversal * negative slope = LED innovation,0,prefer,transformed-partial,1,1,0,0,0,0,,1,1,0,0,0,0,266,,,,,,,,1,1,0,0,0,0,delete,,eat_ger_1.1_d259_m167
eat_ger_1.1Ado_d261_m171,eating less meat,Germany,1.1,Adoption over time,Partial max and after per capita beef consumption,Partial max and after Kg/yr,b1,-0.018338,-0.018337,-0.28478,1419.4,-239.64,6.8305e+05,28.866,1968.6,586.29,0.74322,0.72397,2.2162,1.8588,0.74322,0.7307,2.2162,1.8588,0.68367,0.66824,2.4598,2.1249,44,44,3.4795e-05,1.5597e-05,1.9198e-05,44,43,20,0,1,0,0.9704,0,1,y,y,y,y,y,y,y,m,y,m,y,,,,part of curve consistent with LED innovation *needs sign reversal * negative slope = LED innovation,0,prefer,transformed-partial,1,1,0,0,0,0,,1,1,0,0,0,0,268,,,,,,,,1,1,0,0,0,0,delete,,eat_ger_1.1_d261_m171
eat_ger_1.1Ado_d263_m171,eating less meat,Germany,1.1,Adoption over time,Partial max and after per capita other meat consumption,Partial max and after kg/yr,b1,-0.045109,-0.045104,-0.10208,1809.5,-97.418,19420,2.6916,2006.5,207.56,0.42979,0.32916,0.71103,0.55061,0.42979,0.36643,0.71103,0.55062,0.43095,0.36772,0.7103,0.52525,21,21,0.00024604,4.0164e-05,0.00020588,21,20,2,0,0,1,0.85929,0,1,m,y,y,y,y,y,y,m,y,m,y,,,,part of curve consistent with LED innovation *needs sign reversal * negative slope = LED innovation,0,prefer,transformed-partial,1,1,0,0,0,0,,1,1,0,0,0,0,270,,,,,,,,1,1,0,0,0,0,delete,,eat_ger_1.1_d263_m171
eat_ger_1.1Ado_d265_m171,eating less meat,Germany,1.1,Adoption over time,Partial max and after per capita pig consumption,Partial max and after Kg/yr,b1,-0.11864,-0.0071591,-0.38654,2030.2,-37.039,57.547,87.403,1934.9,828.04,0.69245,0.66268,2.6874,2.1282,0.64191,0.61953,2.8997,2.6128,0.64901,0.62707,2.8709,2.5811,35,35,1.1142,0.75173,0.36243,35,34,0,0,0,0,0.96961,0,1,m,y,y,y,y,y,y,y,y,m,y,,,,part of curve consistent with LED innovation *needs sign reversal * negative slope = LED innovation,0,prefer,transformed-partial,1,1,0,0,0,0,,1,1,0,0,0,0,272,,,,,,,,1,1,0,0,0,0,delete,,eat_ger_1.1_d265_m171
eat_ger_1.1Ado_d266_m170,eating less meat,Germany,1.1,Adoption over time,Partial up to max per capita poultry consumption,Partial up to max kg/yr,b1,0.024792,0.018241,0.23111,2039.8,177.25,50.746,6.9815,1963.3,-448.19,0.96564,0.9634,0.6322,0.50791,0.96391,0.96238,0.64787,0.5069,0.95635,0.95449,0.71254,0.59258,50,50,0.35885,0.14847,0.21038,50,1,49,0,0,0,0.97827,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,prefer,transformed-partial,1,1,0,0,0,0,,1,1,0,0,0,0,273,,,,,,,,1,1,0,0,0,0,delete,,eat_ger_1.1_d266_m170
eat_ger_1.1Ado_d269_m171,eating less meat,Germany,1.1,Adoption over time,Partial max and after per capita sheep & goat consumption,Partial max and after Kg/yr,b1,-0.011772,-0.01177,-0.010166,1255.4,-373.3,6266.8,4.6666,1867.2,21.305,0.6236,0.57227,0.060056,0.045843,0.6236,0.59087,0.060056,0.045843,0.60663,0.57242,0.061395,0.046956,26,26,0.00017185,0.0001133,5.8558e-05,26,25,0,0,0,0,0.95637,0,1,m,y,y,y,y,y,y,m,y,m,y,,,,part of curve consistent with LED innovation *needs sign reversal * negative slope = LED innovation,0,prefer,transformed-partial,1,1,0,0,0,0,,1,1,0,0,0,0,276,,,,,,,,1,1,0,0,0,0,delete,,eat_ger_1.1_d269_m171
eat_ger_1.1Ado_d271_m171,eating less meat,Germany,1.1,Adoption over time,Partial max and after per capita total meat consumption,Partial max and after kg/yr,b1,-0.0040163,-0.004012,-0.34381,301.45,-1094.2,80618,154.49,1859,775.42,0.47947,0.4291,3.633,3.1435,0.47948,0.44694,3.633,3.1436,0.47549,0.44271,3.6469,3.1498,35,35,0.0012366,0.00095004,0.00028652,35,34,0,0,0,0,0.96952,0,1,m,y,y,y,y,y,y,m,y,m,y,,,,part of curve consistent with LED innovation *needs sign reversal * negative slope = LED innovation,0,prefer,transformed-partial,1,1,2,2,0,0,,1,1,0,0,0,0,278,,,,,,,,1,1,0,0,0,0,delete,,eat_ger_1.1_d271_m171
eat_ind_1.1Ado_d256_m166,eating less meat,India,1.1,Adoption over time,Partial up to max % poultry+pig in total meat consumption,Partial up to max % kg/yr,b1,0.040548,0.0020863,0.011622,2297.6,108.38,59476,1554.9,1.5745e+05,-22.859,0.98713,0.98627,0.019643,0.01552,-3.3068,-3.4941,0.35931,0.31484,0.90117,0.89688,0.054429,0.047789,49,49,1.152e-05,2.2356e-06,9.2841e-06,49,1,48,0,0,0,0.9622,1,1,y,y,y,y,y,y,y,m,y,m,y,,,,part of curve consistent with LED innovation *probably positive slope = LED innovation,0,prefer,transformed-partial,,1,,,0,0,,1,1,0,0,0,0,329,,,,,,,,1,1,0,0,0,0,delete,,eat_ind_1.1_d256_m166
eat_ind_1.1Ado_d270_m170,eating less meat,India,1.1,Adoption over time,Partial up to max per capita total meat consumption,Partial up to max kg/yr,b1,0.0055923,0.0027449,0.022242,3548.1,785.81,23954,1556.5,1.5729e+05,-40.309,0.50794,0.47718,0.33245,0.21638,-73.945,-77.004,4.1028,4.0754,0.49613,0.47556,0.33641,0.21617,52,52,0.0002534,0.00014935,0.00010406,52,1,49,0,0,0,0.97308,0,1,m,y,y,y,y,y,y,m,y,m,y,,,,*needs sign reversal * negative slope = LED innovation,0,prefer,transformed-partial,1,1,0,2,0,0,,1,1,0,0,0,0,343,,,,,,,,1,1,0,0,0,0,delete,,eat_ind_1.1_d270_m170
fir_glo_4.1Kso_d239_m153,firm esg reporting,Global,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,m13,2.5409,0.087651,4.6841,2010,1.7295,68.08,0.20328,1953.1,-9386,0.8087,0.77494,14.036,9.9967,0.70368,0.67075,17.469,15.15,0.78122,0.75691,15.01,12.291,21,16,1.4689,0.29344,1.1754,17,1,16,0,0,1,0.90415,0,1,y,y,y,y,y,y,y,y,y,y,y,,,,,0,prefer,transformed-partial,1,1,0,0,0,1,,1,1,0,0,0,1,875,,,,,,,,1,1,0,0,0,1,,,fir_glo_4.1_d239_m153
low_ger_4.1Kso_d239_m153,low-carbon long distance travel,Germany,4.1,Knowledge Flows (social networks),Partial up to max annualised Google search frequency (index 100=monthly max.),Partial up to max Index 0-100,b4,109.72,0.31475,8.5714,2007.1,0.040052,50,0.21653,1992.9,-17182,0.4,-0.5,28.868,16.667,0.1057,-0.4905,35.243,26.456,0.15429,-0.40952,34.272,25.079,6,1,2,2,0,1,0,0,0,0,,,0,1,m,n,y,m,m,m,m,m,m,n,n,,,,,0,prefer,transformed-partial,0,0,0,0,1,1,,0,0,0,0,1,1,892,,,,,,,,0,0,0,0,1,1,,,low_ger_4.1_d239_m153
mic_ban_4.1Kso_d213_m100,microfinance,Bangladesh,4.1,Knowledge Flows (social networks),annualised Google search frequency (index 100=monthly max.),Index 0-100,m10,-0.02702,-0.027007,-0.40779,1719.1,-162.64,52417,28.576,1997.2,839.72,0.017276,-0.15615,20.562,12.637,0.017277,-0.091914,20.562,12.637,0.014172,-0.095364,20.595,12.635,21,17,0.0019078,0.00022893,0.0016788,20,19,9,0,1,1,0.31113,0,1,n,y,y,y,y,y,m,m,m,n,m,,,,downward,0,prefer,original,1,1,0,0,0,1,,0,1,0,0,0,1,903,check,,,,,,,1,1,0,0,0,1,,,mic_ban_4.1_d213_m100
mic_glo_3.5Mar_d074_m128,microfinance,Global,3.5,Market Formation,CumulativeStartups,cum. # companies,m10,0.13604,0.059444,9.0875,2009.1,32.302,408.04,0.29303,1901.7,-18047,0.99781,0.99765,5.6538,4.54,0.94789,0.94541,27.58,23.369,0.95416,0.95198,25.868,22.681,45,45,0.85042,0.0073523,0.84306,45,1,44,0,0,0,0.96143,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,,0,prefer,original,1,1,0,0,0,1,,1,1,0,0,0,1,906,,,,,,,,1,1,0,0,0,1,,,mic_glo_3.5_d074_m128
mic_glo_3.5Mar_d246_m160,microfinance,Global,3.5,Market Formation,cumulative PrivateEquityDeals,cumulative # deals,m10,0.2691,0.12365,6.7095,2016.8,16.33,385.3,0.013277,1940.8,-13363,0.99893,0.99885,3.4561,2.4299,0.96683,0.96525,19.225,14.811,0.6815,0.66633,59.57,51.437,45,36,0.86167,0.0025954,0.85907,36,0,35,0,0,0,0.91856,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,,0,prefer,transformed-cumulative,1,1,0,0,0,0,,1,1,0,0,0,0,916,,,,,,,,1,1,0,0,0,0,delete,,mic_glo_3.5_d246_m160
mic_glo_3.5Mar_d248_m162,microfinance,Global,3.5,Market Formation,cumulative PrivateEquityInvestment,cumulative $ million,m10,0.25907,0.16528,56.581,2021.7,16.962,5677.3,3.7871e-05,1912.3,-1.1273e+05,0.99096,0.9903,92.503,58.152,0.98119,0.9803,133.41,74.032,0.57051,0.55005,637.57,510.97,45,21,0.60795,0.000502,0.60744,21,0,20,0,0,1,0.88172,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,,0,prefer,transformed-cumulative,1,1,0,0,0,0,,1,1,0,0,0,0,918,,,,,,,,1,1,0,0,0,0,delete,,mic_glo_3.5_d248_m162
mic_glo_3.5Mar_d250_m162,microfinance,Global,3.5,Market Formation,cumulative TotalFundraisingAmount,cumulative $ million,m10,0.28607,0.13242,538.21,2017.3,15.361,32180,3.1954e-05,1867.4,-1.0721e+06,0.99426,0.99384,657.35,393.95,0.96314,0.96138,1666.5,1323.4,0.64855,0.63182,5145.5,4356.7,45,25,0.86112,3.729e-05,0.86108,25,0,24,0,0,1,0.90941,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,,0,prefer,transformed-cumulative,1,1,0,0,0,0,,1,1,0,0,0,0,920,,,,,,,,1,1,0,0,0,0,delete,,mic_glo_3.5_d250_m162
mic_glo_3.5Mar_d252_m160,microfinance,Global,3.5,Market Formation,cumulative TotalFundraisingDeals,cumulative # deals,m10,0.23978,0.1205,20.002,2017.3,18.327,1212.5,0.0077296,1925.1,-39833,0.99916,0.99909,9.0292,6.7502,0.97436,0.97314,49.754,39.499,0.69879,0.68445,170.55,146.26,45,40,0.82554,0.00082471,0.82471,40,0,39,0,0,0,0.91679,0,0,y,y,y,y,y,y,y,y,y,y,y,,,,,0,prefer,transformed-cumulative,1,1,0,0,0,0,,1,1,0,0,0,0,922,,,,,,,,1,1,0,0,0,0,delete,,mic_glo_3.5_d252_m160
